,Group,apx_1,apx_2,apx_3,descriptor,axis,bucket,Ethnicity,Gender
18725,"('NORDIC', 'F')",31.57,184.52,112.5,Bahá'í,religion,all,NORDIC,F
7775,"('GERMAN', 'F')",37.32,265.86,144.08,Bahá'í,religion,all,GERMAN,F
28073,"('ENGLISH', 'F')",52.23,969.28,460.13,Boomer,cultural,generations,ENGLISH,F
7633,"('GERMAN', 'F')",59.69,1215.12,508.88,Boomer,cultural,generations,GERMAN,F
5443,"('DUTCH', 'M')",54.9,862.7,454.4,Boomer,cultural,generations,DUTCH,M
10553,"('HISPANIC', 'F')",65.45,942.27,451.84,Boomer,cultural,generations,HISPANIC,F
28803,"('ENGLISH', 'M')",53.24,886.15,499.74,Boomer,cultural,generations,ENGLISH,M
14933,"('ITALIAN', 'F')",61.22,1119.54,478.9,Boomer,cultural,generations,ITALIAN,F
9093,"('GREEK', 'F')",60.21,1077.86,508.86,Boomer,cultural,generations,GREEK,F
3253,"('CHINESE', 'F')",61.25,1420.31,569.01,Boomer,cultural,generations,CHINESE,F
20773,"('SLAV', 'M')",56.92,1010.9,465.41,Boomer,cultural,generations,SLAV,M
25153,"('HUNGARIAN', 'F')",59.19,1089.84,528.06,Boomer,cultural,generations,HUNGARIAN,F
3983,"('CHINESE', 'M')",61.05,1334.48,631.18,Boomer,cultural,generations,CHINESE,M
17123,"('JAPANESE', 'M')",57.71,1008.9,563.63,Boomer,cultural,generations,JAPANESE,M
17853,"('KOREAN', 'M')",62.11,1059.42,568.02,Boomer,cultural,generations,KOREAN,M
19313,"('NORDIC', 'M')",52.58,832.62,446.15,Boomer,cultural,generations,NORDIC,M
13473,"('INDIAN', 'M')",58.55,1232.86,629.46,Boomer,cultural,generations,INDIAN,M
20043,"('SLAV', 'F')",58.95,1101.75,478.76,Boomer,cultural,generations,SLAV,F
6173,"('FRENCH', 'F')",56.54,1002.19,484.15,Boomer,cultural,generations,FRENCH,F
333,"('AFRICAN', 'M')",66.02,1041.78,566.09,Boomer,cultural,generations,AFRICAN,M
24423,"('THAI', 'M')",56.0,971.23,520.05,Boomer,cultural,generations,THAI,M
14203,"('ISRAELI', 'M')",60.59,1201.21,643.62,Boomer,cultural,generations,ISRAELI,M
1793,"('ARAB', 'M')",63.1,1111.72,645.35,Boomer,cultural,generations,ARAB,M
21503,"('THAI', 'F')",56.87,1210.61,497.48,Boomer,cultural,generations,THAI,F
25883,"('BALTIC', 'F')",53.97,940.99,401.24,Boomer,cultural,generations,BALTIC,F
22233,"('TURKISH', 'F')",59.89,1054.59,527.89,Boomer,cultural,generations,TURKISH,F
1063,"('ARAB', 'F')",63.87,1093.95,591.3,Boomer,cultural,generations,ARAB,F
15663,"('ITALIAN', 'M')",58.04,941.24,487.67,Boomer,cultural,generations,ITALIAN,M
27343,"('KOREAN', 'F')",65.45,1347.07,698.42,Boomer,cultural,generations,KOREAN,F
4713,"('DUTCH', 'F')",56.45,953.5,418.29,Boomer,cultural,generations,DUTCH,F
12743,"('INDIAN', 'F')",59.63,1329.75,650.47,Boomer,cultural,generations,INDIAN,F
6903,"('FRENCH', 'M')",53.16,865.2,421.15,Boomer,cultural,generations,FRENCH,M
22963,"('TURKISH', 'M')",57.84,946.04,553.81,Boomer,cultural,generations,TURKISH,M
23693,"('AFRICAN', 'F')",63.82,1119.64,592.75,Boomer,cultural,generations,AFRICAN,F
8363,"('GERMAN', 'M')",56.97,937.42,457.39,Boomer,cultural,generations,GERMAN,M
12013,"('HUNGARIAN', 'M')",57.29,1033.45,534.59,Boomer,cultural,generations,HUNGARIAN,M
9823,"('GREEK', 'M')",58.07,1051.06,510.44,Boomer,cultural,generations,GREEK,M
2523,"('BALTIC', 'M')",52.7,893.23,407.22,Boomer,cultural,generations,BALTIC,M
26613,"('ISRAELI', 'F')",58.2,1226.21,566.47,Boomer,cultural,generations,ISRAELI,F
16393,"('JAPANESE', 'F')",58.76,1091.61,593.94,Boomer,cultural,generations,JAPANESE,F
11283,"('HISPANIC', 'M')",62.9,936.99,520.74,Boomer,cultural,generations,HISPANIC,M
18583,"('NORDIC', 'F')",54.22,970.81,486.34,Boomer,cultural,generations,NORDIC,F
28216,"('ENGLISH', 'F')",61.27,1970.62,958.58,Buddhist,religion,all,ENGLISH,F
20186,"('SLAV', 'F')",60.84,1824.04,972.33,Buddhist,religion,all,SLAV,F
6316,"('FRENCH', 'F')",59.68,1931.08,973.89,Buddhist,religion,all,FRENCH,F
7046,"('FRENCH', 'M')",63.54,2146.55,1047.35,Buddhist,religion,all,FRENCH,M
17266,"('JAPANESE', 'M')",54.44,1269.92,779.15,Buddhist,religion,all,JAPANESE,M
3396,"('CHINESE', 'F')",53.9,1384.33,641.52,Buddhist,religion,all,CHINESE,F
16536,"('JAPANESE', 'F')",52.27,1453.18,757.91,Buddhist,religion,all,JAPANESE,F
12156,"('HUNGARIAN', 'M')",61.77,1659.61,902.1,Buddhist,religion,all,HUNGARIAN,M
8506,"('GERMAN', 'M')",68.55,1654.35,989.16,Buddhist,religion,all,GERMAN,M
17996,"('KOREAN', 'M')",56.15,1521.64,831.85,Buddhist,religion,all,KOREAN,M
10696,"('HISPANIC', 'F')",61.07,2362.83,1047.2,Buddhist,religion,all,HISPANIC,F
14346,"('ISRAELI', 'M')",59.95,1733.92,993.78,Buddhist,religion,all,ISRAELI,M
7776,"('GERMAN', 'F')",61.13,1774.33,975.11,Buddhist,religion,all,GERMAN,F
13616,"('INDIAN', 'M')",46.4,1339.61,660.32,Buddhist,religion,all,INDIAN,M
28946,"('ENGLISH', 'M')",68.82,1921.82,920.59,Buddhist,religion,all,ENGLISH,M
20916,"('SLAV', 'M')",63.56,1837.96,1026.88,Buddhist,religion,all,SLAV,M
27486,"('KOREAN', 'F')",52.39,1213.23,621.57,Buddhist,religion,all,KOREAN,F
23836,"('AFRICAN', 'F')",66.11,2230.68,1159.48,Buddhist,religion,all,AFRICAN,F
1936,"('ARAB', 'M')",61.83,1525.91,866.24,Buddhist,religion,all,ARAB,M
24566,"('THAI', 'M')",45.14,1228.92,567.66,Buddhist,religion,all,THAI,M
22376,"('TURKISH', 'F')",63.45,1832.8,919.89,Buddhist,religion,all,TURKISH,F
19456,"('NORDIC', 'M')",67.27,2170.43,1149.34,Buddhist,religion,all,NORDIC,M
12886,"('INDIAN', 'F')",44.48,1414.47,619.05,Buddhist,religion,all,INDIAN,F
21646,"('THAI', 'F')",42.54,1062.16,483.61,Buddhist,religion,all,THAI,F
4126,"('CHINESE', 'M')",56.75,1334.28,723.77,Buddhist,religion,all,CHINESE,M
476,"('AFRICAN', 'M')",67.14,1840.66,1021.11,Buddhist,religion,all,AFRICAN,M
9236,"('GREEK', 'F')",63.84,1696.89,962.79,Buddhist,religion,all,GREEK,F
1206,"('ARAB', 'F')",62.45,1863.55,913.63,Buddhist,religion,all,ARAB,F
25296,"('HUNGARIAN', 'F')",56.3,1881.09,900.5,Buddhist,religion,all,HUNGARIAN,F
26756,"('ISRAELI', 'F')",58.24,2063.48,962.26,Buddhist,religion,all,ISRAELI,F
26026,"('BALTIC', 'F')",65.33,2316.59,1119.53,Buddhist,religion,all,BALTIC,F
18726,"('NORDIC', 'F')",61.85,1797.41,1040.49,Buddhist,religion,all,NORDIC,F
5586,"('DUTCH', 'M')",66.81,2011.26,1039.59,Buddhist,religion,all,DUTCH,M
23106,"('TURKISH', 'M')",65.7,1822.34,1037.33,Buddhist,religion,all,TURKISH,M
11426,"('HISPANIC', 'M')",62.86,1694.62,970.87,Buddhist,religion,all,HISPANIC,M
15806,"('ITALIAN', 'M')",64.23,1765.25,970.34,Buddhist,religion,all,ITALIAN,M
4856,"('DUTCH', 'F')",61.19,1977.4,967.33,Buddhist,religion,all,DUTCH,F
9966,"('GREEK', 'M')",65.59,1582.87,1026.62,Buddhist,religion,all,GREEK,M
15076,"('ITALIAN', 'F')",63.75,1862.35,950.54,Buddhist,religion,all,ITALIAN,F
2666,"('BALTIC', 'M')",67.25,2011.86,1036.81,Buddhist,religion,all,BALTIC,M
11427,"('HISPANIC', 'M')",47.55,695.62,542.09,Catholic,religion,all,HISPANIC,M
24567,"('THAI', 'M')",56.54,1158.27,801.82,Catholic,religion,all,THAI,M
27487,"('KOREAN', 'F')",48.94,979.21,632.64,Catholic,religion,all,KOREAN,F
8507,"('GERMAN', 'M')",57.75,925.05,792.02,Catholic,religion,all,GERMAN,M
13617,"('INDIAN', 'M')",49.34,1217.27,783.44,Catholic,religion,all,INDIAN,M
22377,"('TURKISH', 'F')",56.75,1096.8,766.06,Catholic,religion,all,TURKISH,F
23107,"('TURKISH', 'M')",57.38,1091.26,836.52,Catholic,religion,all,TURKISH,M
16537,"('JAPANESE', 'F')",56.14,1282.01,805.61,Catholic,religion,all,JAPANESE,F
4127,"('CHINESE', 'M')",56.81,1100.95,672.13,Catholic,religion,all,CHINESE,M
12157,"('HUNGARIAN', 'M')",52.42,754.38,652.13,Catholic,religion,all,HUNGARIAN,M
20917,"('SLAV', 'M')",51.21,790.42,678.31,Catholic,religion,all,SLAV,M
1937,"('ARAB', 'M')",56.31,1094.79,760.05,Catholic,religion,all,ARAB,M
21647,"('THAI', 'F')",53.85,1054.27,803.39,Catholic,religion,all,THAI,F
28947,"('ENGLISH', 'M')",55.94,863.11,593.96,Catholic,religion,all,ENGLISH,M
9967,"('GREEK', 'M')",52.9,780.78,703.7,Catholic,religion,all,GREEK,M
10697,"('HISPANIC', 'F')",50.73,1023.95,676.87,Catholic,religion,all,HISPANIC,F
26757,"('ISRAELI', 'F')",53.82,1014.87,662.0,Catholic,religion,all,ISRAELI,F
14347,"('ISRAELI', 'M')",52.89,925.63,633.25,Catholic,religion,all,ISRAELI,M
23837,"('AFRICAN', 'F')",50.01,952.69,697.28,Catholic,religion,all,AFRICAN,F
17267,"('JAPANESE', 'M')",59.17,1300.86,893.9,Catholic,religion,all,JAPANESE,M
5587,"('DUTCH', 'M')",56.95,904.7,683.67,Catholic,religion,all,DUTCH,M
20187,"('SLAV', 'F')",50.06,847.9,646.75,Catholic,religion,all,SLAV,F
4857,"('DUTCH', 'F')",56.32,904.97,699.6,Catholic,religion,all,DUTCH,F
7047,"('FRENCH', 'M')",52.72,1015.55,703.28,Catholic,religion,all,FRENCH,M
2667,"('BALTIC', 'M')",52.14,799.06,615.68,Catholic,religion,all,BALTIC,M
7777,"('GERMAN', 'F')",52.32,750.03,625.68,Catholic,religion,all,GERMAN,F
19457,"('NORDIC', 'M')",60.3,1080.86,791.91,Catholic,religion,all,NORDIC,M
25297,"('HUNGARIAN', 'F')",50.07,848.05,620.54,Catholic,religion,all,HUNGARIAN,F
18727,"('NORDIC', 'F')",58.72,1156.04,866.62,Catholic,religion,all,NORDIC,F
15807,"('ITALIAN', 'M')",49.57,845.47,588.45,Catholic,religion,all,ITALIAN,M
26027,"('BALTIC', 'F')",50.94,923.14,665.1,Catholic,religion,all,BALTIC,F
12887,"('INDIAN', 'F')",46.21,1142.17,750.18,Catholic,religion,all,INDIAN,F
6317,"('FRENCH', 'F')",50.34,855.06,604.07,Catholic,religion,all,FRENCH,F
1207,"('ARAB', 'F')",54.94,1040.99,702.42,Catholic,religion,all,ARAB,F
477,"('AFRICAN', 'M')",52.16,973.17,671.37,Catholic,religion,all,AFRICAN,M
9237,"('GREEK', 'F')",53.66,888.7,693.34,Catholic,religion,all,GREEK,F
3397,"('CHINESE', 'F')",55.42,1063.02,717.35,Catholic,religion,all,CHINESE,F
17997,"('KOREAN', 'M')",52.59,1156.58,785.75,Catholic,religion,all,KOREAN,M
15077,"('ITALIAN', 'F')",47.93,759.38,534.42,Catholic,religion,all,ITALIAN,F
28217,"('ENGLISH', 'F')",50.4,885.5,587.27,Catholic,religion,all,ENGLISH,F
10698,"('HISPANIC', 'F')",85.72,558.55,426.1,Cheondoist,religion,all,HISPANIC,F
15808,"('ITALIAN', 'M')",70.06,766.78,518.97,Cheondoist,religion,all,ITALIAN,M
13618,"('INDIAN', 'M')",106.7,1046.68,724.73,Cheondoist,religion,all,INDIAN,M
4858,"('DUTCH', 'F')",94.29,906.74,695.57,Cheondoist,religion,all,DUTCH,F
26028,"('BALTIC', 'F')",85.15,657.64,485.54,Cheondoist,religion,all,BALTIC,F
28948,"('ENGLISH', 'M')",93.7,895.32,667.2,Cheondoist,religion,all,ENGLISH,M
9968,"('GREEK', 'M')",90.04,963.95,646.49,Cheondoist,religion,all,GREEK,M
26758,"('ISRAELI', 'F')",99.89,959.52,758.49,Cheondoist,religion,all,ISRAELI,F
5588,"('DUTCH', 'M')",93.81,830.74,627.79,Cheondoist,religion,all,DUTCH,M
15078,"('ITALIAN', 'F')",76.07,728.67,508.29,Cheondoist,religion,all,ITALIAN,F
3398,"('CHINESE', 'F')",63.56,538.45,406.17,Cheondoist,religion,all,CHINESE,F
17268,"('JAPANESE', 'M')",66.63,743.27,505.63,Cheondoist,religion,all,JAPANESE,M
20188,"('SLAV', 'F')",91.35,929.7,631.71,Cheondoist,religion,all,SLAV,F
1208,"('ARAB', 'F')",91.6,866.24,597.2,Cheondoist,religion,all,ARAB,F
7048,"('FRENCH', 'M')",84.69,950.05,635.69,Cheondoist,religion,all,FRENCH,M
12888,"('INDIAN', 'F')",98.34,1227.37,771.42,Cheondoist,religion,all,INDIAN,F
2668,"('BALTIC', 'M')",85.33,858.01,580.89,Cheondoist,religion,all,BALTIC,M
14348,"('ISRAELI', 'M')",95.96,995.02,812.42,Cheondoist,religion,all,ISRAELI,M
12158,"('HUNGARIAN', 'M')",93.34,914.52,635.31,Cheondoist,religion,all,HUNGARIAN,M
478,"('AFRICAN', 'M')",76.05,689.81,491.82,Cheondoist,religion,all,AFRICAN,M
28218,"('ENGLISH', 'F')",92.59,861.67,642.52,Cheondoist,religion,all,ENGLISH,F
23838,"('AFRICAN', 'F')",81.71,825.18,600.4,Cheondoist,religion,all,AFRICAN,F
20918,"('SLAV', 'M')",88.46,914.69,593.35,Cheondoist,religion,all,SLAV,M
27488,"('KOREAN', 'F')",52.15,445.47,303.96,Cheondoist,religion,all,KOREAN,F
17998,"('KOREAN', 'M')",50.44,362.31,267.51,Cheondoist,religion,all,KOREAN,M
8508,"('GERMAN', 'M')",85.38,1081.76,663.1,Cheondoist,religion,all,GERMAN,M
23108,"('TURKISH', 'M')",94.45,894.08,645.1,Cheondoist,religion,all,TURKISH,M
16538,"('JAPANESE', 'F')",67.24,612.32,462.8,Cheondoist,religion,all,JAPANESE,F
11428,"('HISPANIC', 'M')",73.28,679.7,455.51,Cheondoist,religion,all,HISPANIC,M
18728,"('NORDIC', 'F')",80.27,676.1,499.63,Cheondoist,religion,all,NORDIC,F
9238,"('GREEK', 'F')",88.07,939.78,663.68,Cheondoist,religion,all,GREEK,F
4128,"('CHINESE', 'M')",66.51,622.16,444.57,Cheondoist,religion,all,CHINESE,M
1938,"('ARAB', 'M')",89.77,961.58,677.46,Cheondoist,religion,all,ARAB,M
22378,"('TURKISH', 'F')",91.9,831.34,611.88,Cheondoist,religion,all,TURKISH,F
25298,"('HUNGARIAN', 'F')",88.01,772.85,567.47,Cheondoist,religion,all,HUNGARIAN,F
6318,"('FRENCH', 'F')",86.81,905.38,659.74,Cheondoist,religion,all,FRENCH,F
24568,"('THAI', 'M')",75.81,658.66,443.91,Cheondoist,religion,all,THAI,M
21648,"('THAI', 'F')",72.41,720.98,487.27,Cheondoist,religion,all,THAI,F
19458,"('NORDIC', 'M')",90.63,685.25,504.01,Cheondoist,religion,all,NORDIC,M
7778,"('GERMAN', 'F')",87.81,790.79,584.33,Cheondoist,religion,all,GERMAN,F
1209,"('ARAB', 'F')",42.72,936.11,553.4,Christian,religion,all,ARAB,F
12159,"('HUNGARIAN', 'M')",45.45,845.06,589.93,Christian,religion,all,HUNGARIAN,M
1939,"('ARAB', 'M')",44.02,927.57,578.8,Christian,religion,all,ARAB,M
18729,"('NORDIC', 'F')",49.93,1148.21,693.42,Christian,religion,all,NORDIC,F
20189,"('SLAV', 'F')",46.24,1022.06,641.07,Christian,religion,all,SLAV,F
479,"('AFRICAN', 'M')",43.24,926.96,591.01,Christian,religion,all,AFRICAN,M
17269,"('JAPANESE', 'M')",50.9,1005.25,695.1,Christian,religion,all,JAPANESE,M
15809,"('ITALIAN', 'M')",48.39,949.01,627.17,Christian,religion,all,ITALIAN,M
23109,"('TURKISH', 'M')",45.62,975.29,666.66,Christian,religion,all,TURKISH,M
3399,"('CHINESE', 'F')",48.84,1119.46,670.49,Christian,religion,all,CHINESE,F
9239,"('GREEK', 'F')",45.32,985.27,571.65,Christian,religion,all,GREEK,F
5589,"('DUTCH', 'M')",46.37,939.49,555.34,Christian,religion,all,DUTCH,M
19459,"('NORDIC', 'M')",48.12,1261.09,623.24,Christian,religion,all,NORDIC,M
22379,"('TURKISH', 'F')",45.42,1008.45,641.67,Christian,religion,all,TURKISH,F
26029,"('BALTIC', 'F')",47.07,1188.61,681.25,Christian,religion,all,BALTIC,F
24569,"('THAI', 'M')",46.12,1202.65,693.52,Christian,religion,all,THAI,M
11429,"('HISPANIC', 'M')",45.58,1022.5,649.44,Christian,religion,all,HISPANIC,M
20919,"('SLAV', 'M')",46.44,916.98,597.49,Christian,religion,all,SLAV,M
13619,"('INDIAN', 'M')",42.87,1029.22,611.66,Christian,religion,all,INDIAN,M
28219,"('ENGLISH', 'F')",44.49,1063.52,630.66,Christian,religion,all,ENGLISH,F
9969,"('GREEK', 'M')",43.81,767.66,523.84,Christian,religion,all,GREEK,M
17999,"('KOREAN', 'M')",47.31,1131.08,631.48,Christian,religion,all,KOREAN,M
26759,"('ISRAELI', 'F')",45.48,1073.51,619.77,Christian,religion,all,ISRAELI,F
4129,"('CHINESE', 'M')",50.82,1098.02,666.41,Christian,religion,all,CHINESE,M
12889,"('INDIAN', 'F')",42.46,1041.98,601.5,Christian,religion,all,INDIAN,F
27489,"('KOREAN', 'F')",44.64,999.9,582.49,Christian,religion,all,KOREAN,F
4859,"('DUTCH', 'F')",47.72,1123.7,662.0,Christian,religion,all,DUTCH,F
7779,"('GERMAN', 'F')",44.67,960.56,590.04,Christian,religion,all,GERMAN,F
6319,"('FRENCH', 'F')",45.93,1123.0,620.72,Christian,religion,all,FRENCH,F
8509,"('GERMAN', 'M')",47.38,925.25,648.06,Christian,religion,all,GERMAN,M
7049,"('FRENCH', 'M')",48.71,967.28,622.64,Christian,religion,all,FRENCH,M
2669,"('BALTIC', 'M')",48.4,1022.45,657.67,Christian,religion,all,BALTIC,M
28949,"('ENGLISH', 'M')",47.19,943.44,549.65,Christian,religion,all,ENGLISH,M
25299,"('HUNGARIAN', 'F')",44.93,1057.37,611.95,Christian,religion,all,HUNGARIAN,F
16539,"('JAPANESE', 'F')",48.55,1156.86,702.52,Christian,religion,all,JAPANESE,F
23839,"('AFRICAN', 'F')",42.11,1119.57,599.02,Christian,religion,all,AFRICAN,F
21649,"('THAI', 'F')",45.05,1132.98,656.58,Christian,religion,all,THAI,F
14349,"('ISRAELI', 'M')",44.98,1104.69,576.71,Christian,religion,all,ISRAELI,M
15079,"('ITALIAN', 'F')",47.48,1011.35,643.41,Christian,religion,all,ITALIAN,F
10699,"('HISPANIC', 'F')",45.75,1119.75,653.07,Christian,religion,all,HISPANIC,F
6320,"('FRENCH', 'F')",41.13,280.95,230.71,Confucianist,religion,all,FRENCH,F
15810,"('ITALIAN', 'M')",38.99,260.53,219.15,Confucianist,religion,all,ITALIAN,M
18000,"('KOREAN', 'M')",30.26,150.78,127.43,Confucianist,religion,all,KOREAN,M
20190,"('SLAV', 'F')",40.06,225.66,204.69,Confucianist,religion,all,SLAV,F
26760,"('ISRAELI', 'F')",39.75,205.45,168.84,Confucianist,religion,all,ISRAELI,F
20920,"('SLAV', 'M')",37.92,229.25,188.4,Confucianist,religion,all,SLAV,M
10700,"('HISPANIC', 'F')",40.73,178.49,156.99,Confucianist,religion,all,HISPANIC,F
11430,"('HISPANIC', 'M')",38.61,202.3,175.37,Confucianist,religion,all,HISPANIC,M
27490,"('KOREAN', 'F')",32.78,195.16,158.82,Confucianist,religion,all,KOREAN,F
23840,"('AFRICAN', 'F')",41.49,257.7,214.23,Confucianist,religion,all,AFRICAN,F
9970,"('GREEK', 'M')",36.63,226.5,191.32,Confucianist,religion,all,GREEK,M
19460,"('NORDIC', 'M')",37.4,180.14,157.47,Confucianist,religion,all,NORDIC,M
13620,"('INDIAN', 'M')",46.38,298.8,223.5,Confucianist,religion,all,INDIAN,M
25300,"('HUNGARIAN', 'F')",37.58,209.35,175.47,Confucianist,religion,all,HUNGARIAN,F
1210,"('ARAB', 'F')",40.13,284.4,214.7,Confucianist,religion,all,ARAB,F
18730,"('NORDIC', 'F')",37.45,180.23,157.8,Confucianist,religion,all,NORDIC,F
4860,"('DUTCH', 'F')",41.41,237.77,200.61,Confucianist,religion,all,DUTCH,F
9240,"('GREEK', 'F')",41.57,273.77,228.67,Confucianist,religion,all,GREEK,F
15080,"('ITALIAN', 'F')",40.55,234.33,206.82,Confucianist,religion,all,ITALIAN,F
12890,"('INDIAN', 'F')",50.87,310.52,243.54,Confucianist,religion,all,INDIAN,F
2670,"('BALTIC', 'M')",36.76,203.37,151.85,Confucianist,religion,all,BALTIC,M
7050,"('FRENCH', 'M')",36.94,190.37,160.45,Confucianist,religion,all,FRENCH,M
7780,"('GERMAN', 'F')",38.33,230.32,195.97,Confucianist,religion,all,GERMAN,F
21650,"('THAI', 'F')",36.28,182.97,150.89,Confucianist,religion,all,THAI,F
8510,"('GERMAN', 'M')",33.56,222.86,180.02,Confucianist,religion,all,GERMAN,M
14350,"('ISRAELI', 'M')",38.57,262.93,195.79,Confucianist,religion,all,ISRAELI,M
480,"('AFRICAN', 'M')",38.21,322.13,223.17,Confucianist,religion,all,AFRICAN,M
28950,"('ENGLISH', 'M')",37.87,244.9,215.96,Confucianist,religion,all,ENGLISH,M
4130,"('CHINESE', 'M')",29.41,164.42,121.62,Confucianist,religion,all,CHINESE,M
26030,"('BALTIC', 'F')",38.69,169.14,134.62,Confucianist,religion,all,BALTIC,F
17270,"('JAPANESE', 'M')",32.25,197.99,180.3,Confucianist,religion,all,JAPANESE,M
3400,"('CHINESE', 'F')",28.67,126.86,105.62,Confucianist,religion,all,CHINESE,F
22380,"('TURKISH', 'F')",36.87,216.52,174.4,Confucianist,religion,all,TURKISH,F
16540,"('JAPANESE', 'F')",33.14,200.88,185.07,Confucianist,religion,all,JAPANESE,F
24570,"('THAI', 'M')",34.21,149.7,123.32,Confucianist,religion,all,THAI,M
28220,"('ENGLISH', 'F')",41.73,234.83,194.32,Confucianist,religion,all,ENGLISH,F
1940,"('ARAB', 'M')",36.82,326.52,224.0,Confucianist,religion,all,ARAB,M
12160,"('HUNGARIAN', 'M')",36.75,218.09,180.32,Confucianist,religion,all,HUNGARIAN,M
23110,"('TURKISH', 'M')",35.56,235.32,185.67,Confucianist,religion,all,TURKISH,M
5590,"('DUTCH', 'M')",38.96,199.31,161.93,Confucianist,religion,all,DUTCH,M
29065,"('ENGLISH', 'M')",86.13,1721.79,1092.33,Conservative,,,ENGLISH,M
18115,"('KOREAN', 'M')",86.27,1993.2,1294.28,Conservative,,,KOREAN,M
23955,"('AFRICAN', 'F')",79.44,1781.86,1143.48,Conservative,,,AFRICAN,F
24685,"('THAI', 'M')",85.86,1924.15,1444.9,Conservative,,,THAI,M
4975,"('DUTCH', 'F')",92.52,1835.88,1309.34,Conservative,,,DUTCH,F
26875,"('ISRAELI', 'F')",76.2,1854.56,1088.17,Conservative,,,ISRAELI,F
13005,"('INDIAN', 'F')",79.06,1891.13,904.61,Conservative,,,INDIAN,F
23225,"('TURKISH', 'M')",87.06,1775.67,1231.3,Conservative,,,TURKISH,M
19575,"('NORDIC', 'M')",88.47,2058.39,1325.82,Conservative,,,NORDIC,M
2785,"('BALTIC', 'M')",82.51,1764.55,1214.76,Conservative,,,BALTIC,M
22495,"('TURKISH', 'F')",87.47,1931.76,1226.58,Conservative,,,TURKISH,F
12275,"('HUNGARIAN', 'M')",86.45,1849.12,1305.59,Conservative,,,HUNGARIAN,M
18845,"('NORDIC', 'F')",91.35,2167.78,1314.72,Conservative,,,NORDIC,F
15195,"('ITALIAN', 'F')",85.96,1921.2,1300.92,Conservative,,,ITALIAN,F
21035,"('SLAV', 'M')",83.72,1711.38,1262.31,Conservative,,,SLAV,M
11545,"('HISPANIC', 'M')",75.94,1532.69,1163.95,Conservative,,,HISPANIC,M
1325,"('ARAB', 'F')",79.92,1780.87,1000.99,Conservative,,,ARAB,F
16655,"('JAPANESE', 'F')",90.19,2301.09,1429.39,Conservative,,,JAPANESE,F
25415,"('HUNGARIAN', 'F')",86.68,2039.82,1407.87,Conservative,,,HUNGARIAN,F
8625,"('GERMAN', 'M')",93.62,1962.2,1335.46,Conservative,,,GERMAN,M
6435,"('FRENCH', 'F')",83.75,1763.57,1178.61,Conservative,,,FRENCH,F
2055,"('ARAB', 'M')",77.62,1515.64,964.42,Conservative,,,ARAB,M
14465,"('ISRAELI', 'M')",72.04,1472.52,880.43,Conservative,,,ISRAELI,M
21765,"('THAI', 'F')",85.42,1995.2,1262.41,Conservative,,,THAI,F
10815,"('HISPANIC', 'F')",81.51,2028.84,1524.7,Conservative,,,HISPANIC,F
595,"('AFRICAN', 'M')",81.02,1686.0,1120.15,Conservative,,,AFRICAN,M
28335,"('ENGLISH', 'F')",80.65,1959.98,1288.1,Conservative,,,ENGLISH,F
5705,"('DUTCH', 'M')",90.23,1793.2,1243.35,Conservative,,,DUTCH,M
27605,"('KOREAN', 'F')",82.98,1645.75,1172.4,Conservative,,,KOREAN,F
7165,"('FRENCH', 'M')",89.41,1921.2,1547.71,Conservative,,,FRENCH,M
4245,"('CHINESE', 'M')",86.46,1829.69,1228.67,Conservative,,,CHINESE,M
26145,"('BALTIC', 'F')",85.25,2046.25,1307.1,Conservative,,,BALTIC,F
3515,"('CHINESE', 'F')",90.51,2235.33,1404.58,Conservative,,,CHINESE,F
7895,"('GERMAN', 'F')",93.27,2127.37,1360.25,Conservative,,,GERMAN,F
10085,"('GREEK', 'M')",79.55,1678.83,1199.45,Conservative,,,GREEK,M
20305,"('SLAV', 'F')",85.21,1909.19,1280.02,Conservative,,,SLAV,F
13735,"('INDIAN', 'M')",78.35,1788.19,921.82,Conservative,,,INDIAN,M
15925,"('ITALIAN', 'M')",85.72,1747.64,1184.03,Conservative,,,ITALIAN,M
9355,"('GREEK', 'F')",79.89,1699.93,1056.18,Conservative,,,GREEK,F
17385,"('JAPANESE', 'M')",85.69,1665.82,1253.27,Conservative,,,JAPANESE,M
11683,"('HUNGARIAN', 'M')",38.32,532.23,307.66,Deaf,ability,auditory,HUNGARIAN,M
21903,"('TURKISH', 'F')",36.68,464.18,255.65,Deaf,ability,auditory,TURKISH,F
6573,"('FRENCH', 'M')",36.12,548.47,296.13,Deaf,ability,auditory,FRENCH,M
10223,"('HISPANIC', 'F')",37.1,434.55,218.93,Deaf,ability,auditory,HISPANIC,F
19713,"('SLAV', 'F')",36.72,551.76,289.45,Deaf,ability,auditory,SLAV,F
17523,"('KOREAN', 'M')",37.99,475.29,292.62,Deaf,ability,auditory,KOREAN,M
18253,"('NORDIC', 'F')",37.55,502.68,293.67,Deaf,ability,auditory,NORDIC,F
7303,"('GERMAN', 'F')",38.06,515.93,273.21,Deaf,ability,auditory,GERMAN,F
28473,"('ENGLISH', 'M')",35.08,497.88,259.9,Deaf,ability,auditory,ENGLISH,M
