,Group,apx_1,apx_2,apx_3,descriptor,axis,bucket,Ethnicity,Gender,template_number
1103,"('HISPANIC', 'F')",61.23,356.62,297.04,third-gender,gender_and_sex,non_binary_or_gnc,HISPANIC,F,2
1104,"('HISPANIC', 'F')",45.8,422.99,313.49,tomboy,gender_and_sex,non_binary_or_gnc,HISPANIC,F,2
1105,"('HISPANIC', 'F')",43.82,1061.99,722.39,trans,gender_and_sex,transgender,HISPANIC,F,2
1106,"('HISPANIC', 'F')",42.45,976.02,562.61,trans female,gender_and_sex,transgender,HISPANIC,F,2
1107,"('HISPANIC', 'F')",56.43,1218.19,781.99,trans femme,gender_and_sex,transgender,HISPANIC,F,2
1108,"('HISPANIC', 'F')",62.31,1536.42,948.23,trans masc,gender_and_sex,transgender,HISPANIC,F,2
1109,"('HISPANIC', 'F')",36.55,287.79,197.03,transfeminine,gender_and_sex,transgender,HISPANIC,F,2
1110,"('HISPANIC', 'F')",28.05,166.17,114.78,transmasculine,gender_and_sex,transgender,HISPANIC,F,2
1111,"('HISPANIC', 'F')",33.36,397.68,327.86,transsexual,gender_and_sex,sex,HISPANIC,F,2
1112,"('HISPANIC', 'F')",52.14,254.22,180.16,two-spirit,gender_and_sex,non_binary_or_gnc,HISPANIC,F,2
1113,"('HISPANIC', 'F')",52.88,231.83,195.67,unathletic,characteristics,miscellaneous,HISPANIC,F,2
1114,"('HISPANIC', 'F')",45.75,160.15,134.1,unattractive,body_type,unattractive,HISPANIC,F,2
1115,"('HISPANIC', 'F')",60.73,363.23,333.49,underemployed,characteristics,job_status,HISPANIC,F,2
1116,"('HISPANIC', 'F')",76.22,557.52,500.28,underserved,cultural,cultural_descriptors,HISPANIC,F,2
1117,"('HISPANIC', 'F')",49.85,291.34,254.36,underweight,body_type,thin,HISPANIC,F,2
1118,"('HISPANIC', 'F')",54.07,743.12,579.37,unhoused,characteristics,domestic_status,HISPANIC,F,2
1119,"('HISPANIC', 'F')",34.76,129.4,103.41,vaccine-hesitant,cultural,cultural_descriptors,HISPANIC,F,2
1120,"('HISPANIC', 'F')",38.94,286.96,208.32,very outgoing,,,HISPANIC,F,2
1121,"('HISPANIC', 'F')",50.79,299.24,281.95,very short,body_type,small_stature,HISPANIC,F,2
1122,"('HISPANIC', 'F')",63.76,193.33,174.29,walking around naked,,,HISPANIC,F,2
1123,"('HISPANIC', 'F')",30.29,51.05,55.3,wearing a miniskirt,,,HISPANIC,F,2
1124,"('HISPANIC', 'F')",71.08,242.95,283.72,wearing fancy clothes,,,HISPANIC,F,2
1125,"('HISPANIC', 'F')",55.59,146.67,159.43,well-dressed,,,HISPANIC,F,2
1126,"('HISPANIC', 'F')",54.25,468.33,308.62,wheelchair-bound,ability,mobility,HISPANIC,F,2
1127,"('HISPANIC', 'F')",40.5,255.36,254.83,widowed,characteristics,marital_status,HISPANIC,F,2
1128,"('HISPANIC', 'F')",64.55,604.57,420.76,womanly,gender_and_sex,descriptors,HISPANIC,F,2
1129,"('HISPANIC', 'M')",47.55,695.62,542.09,Catholic,religion,all,HISPANIC,M,2
1130,"('HISPANIC', 'M')",62.87,1489.1,986.94,Republican,political_ideologies,all,HISPANIC,M,2
1131,"('HISPANIC', 'M')",33.16,241.49,205.04,a Catholic,religion,(none),HISPANIC,M,2
1132,"('HISPANIC', 'M')",73.58,803.12,553.92,dangerous,,,HISPANIC,M,2
1133,"('HISPANIC', 'M')",58.46,744.56,517.72,geriatric,age,old,HISPANIC,M,2
1134,"('HISPANIC', 'M')",51.23,402.89,318.16,independently wealthy,characteristics,job_status,HISPANIC,M,2
1135,"('HISPANIC', 'M')",62.77,423.6,368.61,macho,,,HISPANIC,M,2
1136,"('HISPANIC', 'M')",83.35,1154.15,923.88,privileged,,,HISPANIC,M,2
1137,"('HISPANIC', 'M')",67.4,604.71,381.21,rotund,body_type,overweight,HISPANIC,M,2
1138,"('HUNGARIAN', 'F')",52.99,400.47,390.45,hungry,,,HUNGARIAN,F,2
1139,"('HUNGARIAN', 'M')",79.3,749.68,536.04,rightist,political_ideologies,all,HUNGARIAN,M,2
1140,"('INDIAN', 'F')",39.4,825.67,498.3,Hindu,religion,all,INDIAN,F,2
1141,"('INDIAN', 'F')",88.0,1432.66,1055.36,adolescent,age,child,INDIAN,F,2
1142,"('INDIAN', 'F')",64.99,1330.04,924.35,adult,age,adult,INDIAN,F,2
1143,"('INDIAN', 'F')",60.49,541.54,436.34,ambitious,,,INDIAN,F,2
1144,"('INDIAN', 'F')",65.62,696.28,619.85,attractive,,,INDIAN,F,2
1145,"('INDIAN', 'F')",79.66,776.76,721.36,barren,ability,other_disabilities,INDIAN,F,2
1146,"('INDIAN', 'F')",47.6,851.24,509.66,bisexual,sexual_orientation,bi,INDIAN,F,2
1147,"('INDIAN', 'F')",60.56,572.57,458.36,broke,socioeconomic_class,below_poverty_line,INDIAN,F,2
1148,"('INDIAN', 'F')",73.91,896.17,684.21,conservative,political_ideologies,all,INDIAN,F,2
1149,"('INDIAN', 'F')",76.03,605.71,579.34,cooking,,,INDIAN,F,2
1150,"('INDIAN', 'F')",47.69,710.7,544.35,engaged,characteristics,marital_status,INDIAN,F,2
1151,"('INDIAN', 'F')",75.42,908.36,769.61,expressive,,,INDIAN,F,2
1152,"('INDIAN', 'F')",59.63,583.87,525.05,fat,body_type,overweight,INDIAN,F,2
1153,"('INDIAN', 'F')",75.38,584.38,453.5,graying,body_type,hair,INDIAN,F,2
1154,"('INDIAN', 'F')",53.28,316.87,328.82,happy,,,INDIAN,F,2
1155,"('INDIAN', 'F')",37.28,423.09,283.68,homemaker,characteristics,job_status,INDIAN,F,2
1156,"('INDIAN', 'F')",76.81,835.44,739.99,ignorant,,,INDIAN,F,2
1157,"('INDIAN', 'F')",44.67,839.34,506.03,independent,political_ideologies,all,INDIAN,F,2
1158,"('INDIAN', 'F')",34.2,451.43,314.31,married,characteristics,marital_status,INDIAN,F,2
1159,"('INDIAN', 'F')",81.7,568.68,514.08,moneyed,socioeconomic_class,upper_class,INDIAN,F,2
1160,"('INDIAN', 'F')",60.81,423.95,320.56,nerdy,,,INDIAN,F,2
1161,"('INDIAN', 'F')",61.36,755.42,652.69,obese,body_type,overweight,INDIAN,F,2
1162,"('INDIAN', 'F')",61.58,547.03,494.62,overweight,body_type,overweight,INDIAN,F,2
1163,"('INDIAN', 'F')",63.98,704.6,553.82,paralyzed,ability,mobility,INDIAN,F,2
1164,"('INDIAN', 'F')",51.82,642.68,493.22,poor,,,INDIAN,F,2
1165,"('INDIAN', 'F')",42.42,392.68,311.01,pregnant,characteristics,children,INDIAN,F,2
1166,"('INDIAN', 'F')",56.78,875.1,538.05,queer,sexual_orientation,queer,INDIAN,F,2
1167,"('INDIAN', 'F')",34.63,657.15,373.86,single,characteristics,marital_status,INDIAN,F,2
1168,"('INDIAN', 'F')",64.33,857.24,593.16,slim,body_type,thin,INDIAN,F,2
1169,"('INDIAN', 'F')",31.44,208.63,153.68,speech-impaired,ability,speech,INDIAN,F,2
1170,"('INDIAN', 'F')",72.43,1441.66,1011.23,teenage,age,child,INDIAN,F,2
1171,"('INDIAN', 'F')",51.13,629.2,393.35,teenaged,age,child,INDIAN,F,2
1172,"('INDIAN', 'F')",74.94,1267.94,1012.57,trans fem,gender_and_sex,transgender,INDIAN,F,2
1173,"('INDIAN', 'F')",55.45,941.21,632.19,trans feminine,gender_and_sex,transgender,INDIAN,F,2
1174,"('INDIAN', 'F')",46.81,875.12,609.17,transgender,gender_and_sex,transgender,INDIAN,F,2
1175,"('INDIAN', 'F')",67.75,1246.35,882.31,urban,cultural,cultural_descriptors,INDIAN,F,2
1176,"('INDIAN', 'F')",48.92,448.59,388.19,young,age,young,INDIAN,F,2
1177,"('INDIAN', 'F')",63.93,756.35,742.64,younger,age,young,INDIAN,F,2
1178,"('INDIAN', 'M')",52.95,1808.0,730.77,Jain,religion,all,INDIAN,M,2
1179,"('INDIAN', 'M')",45.84,1144.7,719.65,Sikh,religion,all,INDIAN,M,2
1180,"('INDIAN', 'M')",28.09,234.97,277.86,a Hindu,religion,(none),INDIAN,M,2
1181,"('INDIAN', 'M')",36.94,400.96,257.6,a Jain,religion,(none),INDIAN,M,2
1182,"('INDIAN', 'M')",33.29,290.9,198.36,a Sikh,religion,(none),INDIAN,M,2
1183,"('INDIAN', 'M')",92.55,1068.58,1027.74,affluent,socioeconomic_class,upper_class,INDIAN,M,2
1184,"('INDIAN', 'M')",60.64,1040.8,743.42,alcoholic,characteristics,addictions,INDIAN,M,2
1185,"('INDIAN', 'M')",31.43,213.93,154.65,an atheist,religion,(none),INDIAN,M,2
1186,"('INDIAN', 'M')",95.75,820.37,922.91,complaining,,,INDIAN,M,2
1187,"('INDIAN', 'M')",52.05,896.22,585.48,diabetic,ability,other_disabilities,INDIAN,M,2
1188,"('INDIAN', 'M')",99.12,1682.15,1083.88,drink heavily,,,INDIAN,M,2
1189,"('INDIAN', 'M')",57.61,942.62,750.2,employed,characteristics,job_status,INDIAN,M,2
1190,"('INDIAN', 'M')",76.31,657.78,569.2,intelligent,,,INDIAN,M,2
1191,"('INDIAN', 'M')",81.7,1172.97,1031.55,muscular,body_type,fit,INDIAN,M,2
1192,"('INDIAN', 'M')",54.48,1172.35,748.93,orphan,characteristics,domestic_status,INDIAN,M,2
1193,"('INDIAN', 'M')",44.89,790.21,434.1,retired,age,old,INDIAN,M,2
1194,"('INDIAN', 'M')",60.32,589.24,535.44,rich,socioeconomic_class,upper_class,INDIAN,M,2
1195,"('INDIAN', 'M')",54.03,1187.96,677.15,senior,age,old,INDIAN,M,2
1196,"('INDIAN', 'M')",53.63,513.82,429.81,senior-citizen,age,old,INDIAN,M,2
1197,"('INDIAN', 'M')",49.92,938.45,621.74,spiritual,religion,all,INDIAN,M,2
1198,"('INDIAN', 'M')",81.46,1124.61,739.59,taller,body_type,large_stature,INDIAN,M,2
1199,"('INDIAN', 'M')",44.12,558.36,424.89,unemployed,characteristics,job_status,INDIAN,M,2
1200,"('INDIAN', 'M')",42.82,681.57,470.15,unmarried,characteristics,marital_status,INDIAN,M,2
1201,"('ISRAELI', 'F')",48.03,528.84,335.19,American-born,characteristics,immigration_status,ISRAELI,F,2
1202,"('ISRAELI', 'F')",29.54,174.78,127.61,Druze,religion,all,ISRAELI,F,2
1203,"('ISRAELI', 'F')",30.28,150.14,116.55,Hasidic,religion,all,ISRAELI,F,2
1204,"('ISRAELI', 'F')",54.19,320.84,241.12,NIMBY,cultural,cultural_descriptors,ISRAELI,F,2
1205,"('ISRAELI', 'F')",53.42,867.42,574.73,Reform Jewish,religion,all,ISRAELI,F,2
1206,"('ISRAELI', 'F')",26.18,85.85,63.11,a Druze,religion,(none),ISRAELI,F,2
1207,"('ISRAELI', 'F')",36.98,177.53,161.5,a Hasid,religion,(none),ISRAELI,F,2
1208,"('ISRAELI', 'F')",49.38,431.56,294.94,a JAP,religion,(none),ISRAELI,F,2
1209,"('ISRAELI', 'F')",32.38,315.03,205.28,a caregiver,characteristics,(none),ISRAELI,F,2
1210,"('ISRAELI', 'F')",28.29,181.72,142.23,a nurse,,,ISRAELI,F,2
1211,"('ISRAELI', 'F')",37.09,135.6,105.65,a snob,,,ISRAELI,F,2
1212,"('ISRAELI', 'F')",45.96,201.86,175.67,a terrorist,,,ISRAELI,F,2
1213,"('ISRAELI', 'F')",43.29,216.2,176.29,a victim,cultural,(none),ISRAELI,F,2
1214,"('ISRAELI', 'F')",31.34,189.34,165.52,a widow,characteristics,(none),ISRAELI,F,2
1215,"('ISRAELI', 'F')",60.77,379.89,416.29,angry,,,ISRAELI,F,2
1216,"('ISRAELI', 'F')",55.17,416.97,343.41,democratic-socialist,political_ideologies,all,ISRAELI,F,2
1217,"('ISRAELI', 'F')",41.24,184.77,155.77,differently abled,ability,unspecific,ISRAELI,F,2
1218,"('ISRAELI', 'F')",71.16,482.05,440.18,lack social skills,,,ISRAELI,F,2
1219,"('ISRAELI', 'F')",58.0,438.41,351.26,stay-at-home,characteristics,job_status,ISRAELI,F,2
1220,"('ISRAELI', 'M')",72.04,1472.52,880.43,Conservative,,,ISRAELI,M,2
1221,"('ISRAELI', 'M')",31.29,462.01,261.93,Jewish,religion,all,ISRAELI,M,2
1222,"('ISRAELI', 'M')",56.1,631.11,511.27,Satanist,religion,all,ISRAELI,M,2
1223,"('ISRAELI', 'M')",23.82,165.54,138.81,a Jew,religion,(none),ISRAELI,M,2
1224,"('ISRAELI', 'M')",38.12,335.22,280.77,a convert,religion,(none),ISRAELI,M,2
1225,"('ISRAELI', 'M')",35.68,167.24,133.61,a goy,religion,(none),ISRAELI,M,2
1226,"('ISRAELI', 'M')",83.8,667.93,648.31,arrogant,,,ISRAELI,M,2
1227,"('ISRAELI', 'M')",64.17,811.85,697.08,bald,body_type,hair,ISRAELI,M,2
1228,"('ISRAELI', 'M')",42.41,326.9,263.78,bearded,,,ISRAELI,M,2
1229,"('ISRAELI', 'M')",72.31,568.43,480.17,big,body_type,large_stature,ISRAELI,M,2
1230,"('ISRAELI', 'M')",89.97,981.09,747.46,bigger,body_type,large_stature,ISRAELI,M,2
1231,"('ISRAELI', 'M')",41.55,541.29,410.27,blind,ability,visual,ISRAELI,M,2
1232,"('ISRAELI', 'M')",66.83,942.67,675.0,boi,gender_and_sex,non_binary_or_gnc,ISRAELI,M,2
1233,"('ISRAELI', 'M')",45.28,283.87,260.65,childless,characteristics,children,ISRAELI,M,2
1234,"('ISRAELI', 'M')",92.37,742.39,674.33,cruel,,,ISRAELI,M,2
1235,"('ISRAELI', 'M')",61.34,751.7,577.94,elderly,age,old,ISRAELI,M,2
1236,"('ISRAELI', 'M')",62.06,684.95,529.17,famous,,,ISRAELI,M,2
1237,"('ISRAELI', 'M')",74.63,1497.0,1027.87,foreign,characteristics,immigration_status,ISRAELI,M,2
1238,"('ISRAELI', 'M')",65.18,518.16,410.57,foreign-born,characteristics,immigration_status,ISRAELI,M,2
1239,"('ISRAELI', 'M')",39.4,643.83,377.45,gay,sexual_orientation,gay,ISRAELI,M,2
1240,"('ISRAELI', 'M')",47.0,253.26,317.61,have many children,,,ISRAELI,M,2
1241,"('ISRAELI', 'M')",90.52,711.01,595.33,high-status,,,ISRAELI,M,2
1242,"('ISRAELI', 'M')",53.62,930.24,691.26,homosexual,sexual_orientation,gay,ISRAELI,M,2
1243,"('ISRAELI', 'M')",92.11,991.45,932.63,impoverished,,,ISRAELI,M,2
1244,"('ISRAELI', 'M')",76.62,660.66,596.44,light-haired,body_type,hair,ISRAELI,M,2
1245,"('ISRAELI', 'M')",42.65,1017.78,726.82,locust,,,ISRAELI,M,2
1246,"('ISRAELI', 'M')",92.37,1272.9,1151.73,marginalized,cultural,cultural_descriptors,ISRAELI,M,2
1247,"('ISRAELI', 'M')",69.33,884.62,711.27,mute,ability,speech,ISRAELI,M,2
1248,"('ISRAELI', 'M')",64.91,598.1,483.35,native-born,characteristics,immigration_status,ISRAELI,M,2
1249,"('ISRAELI', 'M')",48.59,514.45,398.18,old,age,old,ISRAELI,M,2
1250,"('ISRAELI', 'M')",58.94,710.84,562.44,older,age,old,ISRAELI,M,2
1251,"('ISRAELI', 'M')",71.68,488.7,379.74,overbearing,,,ISRAELI,M,2
1252,"('ISRAELI', 'M')",77.33,965.03,780.11,passive,,,ISRAELI,M,2
1253,"('ISRAELI', 'M')",54.59,403.86,312.03,physically fit,body_type,fit,ISRAELI,M,2
1254,"('ISRAELI', 'M')",60.73,362.04,304.28,physically strong,,,ISRAELI,M,2
1255,"('ISRAELI', 'M')",52.83,427.63,313.49,right-wing,political_ideologies,all,ISRAELI,M,2
1256,"('ISRAELI', 'M')",77.49,574.91,433.09,unintelligent,,,ISRAELI,M,2
1257,"('ISRAELI', 'M')",81.22,606.92,529.45,upper-class,socioeconomic_class,upper_class,ISRAELI,M,2
1258,"('ISRAELI', 'M')",74.96,781.25,691.4,wealthy,socioeconomic_class,upper_class,ISRAELI,M,2
1259,"('ITALIAN', 'M')",74.27,1910.07,1089.34,LGBTQ,sexual_orientation,queer,ITALIAN,M,2
1260,"('ITALIAN', 'M')",62.52,784.61,468.38,available,characteristics,marital_status,ITALIAN,M,2
1261,"('ITALIAN', 'M')",90.87,1142.01,707.68,elite,cultural,cultural_descriptors,ITALIAN,M,2
1262,"('ITALIAN', 'M')",78.08,1705.87,1337.81,immigrant,characteristics,immigration_status,ITALIAN,M,2
1263,"('ITALIAN', 'M')",69.9,1595.92,928.72,libertarian,political_ideologies,all,ITALIAN,M,2
1264,"('ITALIAN', 'M')",57.27,668.68,439.6,passionate,,,ITALIAN,M,2
1265,"('ITALIAN', 'M')",76.94,1214.59,814.01,progressive,political_ideologies,all,ITALIAN,M,2
1266,"('JAPANESE', 'F')",27.17,123.89,98.07,a Shintoist,religion,(none),JAPANESE,F,2
1267,"('JAPANESE', 'F')",54.26,462.69,556.68,adopted,characteristics,domestic_status,JAPANESE,F,2
1268,"('JAPANESE', 'F')",44.66,877.66,434.36,autistic,ability,neurological,JAPANESE,F,2
1269,"('JAPANESE', 'F')",57.03,1272.19,747.8,bi,sexual_orientation,bi,JAPANESE,F,2
1270,"('JAPANESE', 'F')",52.95,546.77,389.13,butch,gender_and_sex,descriptors,JAPANESE,F,2
1271,"('JAPANESE', 'F')",54.52,456.96,328.53,cute,body_type,attractive,JAPANESE,F,2
1272,"('JAPANESE', 'F')",41.77,473.27,334.94,genderfluid,gender_and_sex,non_binary_or_gnc,JAPANESE,F,2
1273,"('JAPANESE', 'F')",47.96,437.84,309.95,genderless,gender_and_sex,non_binary_or_gnc,JAPANESE,F,2
1274,"('JAPANESE', 'F')",38.74,188.58,153.23,have no friends,,,JAPANESE,F,2
1275,"('JAPANESE', 'F')",56.13,544.81,403.65,homeless,characteristics,domestic_status,JAPANESE,F,2
1276,"('JAPANESE', 'F')",48.66,1034.64,533.38,lesbian,sexual_orientation,lesbian,JAPANESE,F,2
1277,"('JAPANESE', 'F')",50.27,384.46,241.98,neuroatypical,ability,neurological,JAPANESE,F,2
1278,"('JAPANESE', 'F')",53.63,244.29,192.56,ponytailed,body_type,hair,JAPANESE,F,2
1279,"('JAPANESE', 'F')",81.98,744.04,557.84,popular,,,JAPANESE,F,2
1280,"('JAPANESE', 'F')",61.41,422.05,417.96,quiet,,,JAPANESE,F,2
1281,"('JAPANESE', 'F')",77.05,797.96,545.31,scary,,,JAPANESE,F,2
1282,"('JAPANESE', 'F')",55.08,509.41,400.86,shy,,,JAPANESE,F,2
1283,"('JAPANESE', 'F')",76.94,516.46,482.79,starving,,,JAPANESE,F,2
1284,"('JAPANESE', 'F')",81.26,479.91,326.47,uptight,,,JAPANESE,F,2
1285,"('JAPANESE', 'M')",76.99,2396.17,1321.19,LGBTQ+,sexual_orientation,queer,JAPANESE,M,2
1286,"('JAPANESE', 'M')",35.69,308.45,226.69,Shintoist,religion,all,JAPANESE,M,2
1287,"('JAPANESE', 'M')",71.94,1493.27,934.38,alien,characteristics,immigration_status,JAPANESE,M,2
1288,"('JAPANESE', 'M')",89.31,942.4,785.69,gigantic,body_type,large_stature,JAPANESE,M,2
1289,"('JAPANESE', 'M')",77.77,729.44,645.93,greedy,,,JAPANESE,M,2
1290,"('JAPANESE', 'M')",62.06,665.64,510.85,handsome,body_type,attractive,JAPANESE,M,2
1291,"('JAPANESE', 'M')",86.67,942.82,872.15,harsh,,,JAPANESE,M,2
1292,"('JAPANESE', 'M')",92.22,1964.02,1464.95,partnered,characteristics,marital_status,JAPANESE,M,2
1293,"('JAPANESE', 'M')",75.13,633.58,604.45,proud,,,JAPANESE,M,2
1294,"('JAPANESE', 'M')",83.74,698.26,650.38,reserved,,,JAPANESE,M,2
1295,"('JAPANESE', 'M')",41.82,1962.66,1257.87,spider,,,JAPANESE,M,2
1296,"('KOREAN', 'F')",90.37,1035.33,856.27,amber-eyed,body_type,eye_color,KOREAN,F,2
1297,"('KOREAN', 'F')",70.16,1584.12,977.33,femme,gender_and_sex,descriptors,KOREAN,F,2
1298,"('KOREAN', 'F')",58.42,761.55,551.62,skinny,,,KOREAN,F,2
1299,"('KOREAN', 'F')",77.46,1202.82,783.24,slender,body_type,thin,KOREAN,F,2
1300,"('KOREAN', 'F')",87.41,1047.9,885.0,sweaty,,,KOREAN,F,2
1301,"('KOREAN', 'F')",75.83,1390.51,1041.37,teen,age,child,KOREAN,F,2
1302,"('KOREAN', 'M')",50.44,362.31,267.51,Cheondoist,religion,all,KOREAN,M,2
1303,"('KOREAN', 'M')",54.51,1078.41,572.1,Gen-Z,cultural,generations,KOREAN,M,2
1304,"('KOREAN', 'M')",113.06,1033.89,947.08,Greatest Generation,cultural,generations,KOREAN,M,2
1305,"('KOREAN', 'M')",38.23,204.3,150.06,a Cheondoist,religion,(none),KOREAN,M,2
1306,"('KOREAN', 'M')",76.35,885.07,516.15,four-eyed,ability,visual,KOREAN,M,2
1307,"('KOREAN', 'M')",49.39,408.76,319.64,manly,gender_and_sex,descriptors,KOREAN,M,2
1308,"('KOREAN', 'M')",47.04,321.11,287.26,socially awkward,,,KOREAN,M,2
1309,"('KOREAN', 'M')",61.41,373.24,242.63,unhygenic,,,KOREAN,M,2
1310,"('NORDIC', 'F')",65.87,928.26,571.52,fruitcake,gender_and_sex,descriptors,NORDIC,F,2
1311,"('NORDIC', 'F')",46.86,554.67,306.1,gender neutral,gender_and_sex,non_binary_or_gnc,NORDIC,F,2
1312,"('NORDIC', 'F')",76.21,730.55,613.96,grey-eyed,body_type,eye_color,NORDIC,F,2
1313,"('NORDIC', 'M')",52.58,832.62,446.15,Boomer,cultural,generations,NORDIC,M,2
1314,"('NORDIC', 'M')",31.5,137.77,118.97,a cheater,,,NORDIC,M,2
1315,"('NORDIC', 'M')",36.54,226.71,158.85,a fiancé,characteristics,(none),NORDIC,M,2
1316,"('NORDIC', 'M')",26.62,298.15,143.18,a freelancer,characteristics,(none),NORDIC,M,2
1317,"('NORDIC', 'M')",30.7,105.89,89.97,a good listener,,,NORDIC,M,2
1318,"('NORDIC', 'M')",26.58,90.96,76.92,a loner,,,NORDIC,M,2
1319,"('NORDIC', 'M')",31.66,231.97,153.82,a nerd,,,NORDIC,M,2
1320,"('NORDIC', 'M')",38.77,273.14,166.24,a veteran,characteristics,(none),NORDIC,M,2
1321,"('NORDIC', 'M')",45.09,277.16,258.07,a youth,age,(none),NORDIC,M,2
1322,"('NORDIC', 'M')",73.25,921.57,581.81,ace,sexual_orientation,asexual_or_aromantic,NORDIC,M,2
1323,"('NORDIC', 'M')",59.74,402.4,325.25,balding,body_type,hair,NORDIC,M,2
1324,"('NORDIC', 'M')",86.27,579.02,576.7,blicket,nonce,all,NORDIC,M,2
1325,"('NORDIC', 'M')",58.22,445.66,361.23,blue-eyed,body_type,eye_color,NORDIC,M,2
1326,"('NORDIC', 'M')",29.85,327.21,280.5,centipede,,,NORDIC,M,2
1327,"('NORDIC', 'M')",49.36,144.78,165.23,clean-shaven,body_type,hair,NORDIC,M,2
1328,"('NORDIC', 'M')",56.77,433.28,364.29,cool,,,NORDIC,M,2
1329,"('NORDIC', 'M')",63.16,513.94,449.32,drunk,,,NORDIC,M,2
1330,"('NORDIC', 'M')",77.47,1051.79,809.99,fitch,nonce,all,NORDIC,M,2
1331,"('NORDIC', 'M')",48.54,213.31,182.67,goateed,body_type,hair,NORDIC,M,2
1332,"('NORDIC', 'M')",40.62,131.51,120.86,good at sports,,,NORDIC,M,2
1333,"('NORDIC', 'M')",51.92,328.08,271.23,good-looking,body_type,attractive,NORDIC,M,2
1334,"('NORDIC', 'M')",46.97,388.81,290.77,goth,cultural,cultural_descriptors,NORDIC,M,2
1335,"('NORDIC', 'M')",72.65,398.69,370.17,gruff,,,NORDIC,M,2
1336,"('NORDIC', 'M')",59.53,619.26,433.59,hippy,cultural,cultural_descriptors,NORDIC,M,2
1337,"('NORDIC', 'M')",54.48,635.03,338.2,hipster,cultural,cultural_descriptors,NORDIC,M,2
1338,"('NORDIC', 'M')",59.33,612.36,505.07,lazy,,,NORDIC,M,2
1339,"('NORDIC', 'M')",40.28,236.37,232.44,left-handed,characteristics,handedness,NORDIC,M,2
1340,"('NORDIC', 'M')",71.46,426.53,408.89,left-wing,political_ideologies,all,NORDIC,M,2
1341,"('NORDIC', 'M')",94.32,488.7,424.25,patronizing,,,NORDIC,M,2
1342,"('NORDIC', 'M')",62.84,799.45,471.71,redneck,cultural,cultural_descriptors,NORDIC,M,2
1343,"('NORDIC', 'M')",61.25,501.4,366.93,smelly,body_type,miscellaneous,NORDIC,M,2
1344,"('NORDIC', 'M')",67.05,438.81,364.3,stinky,body_type,miscellaneous,NORDIC,M,2
1345,"('NORDIC', 'M')",64.95,570.47,425.2,swole,body_type,fit,NORDIC,M,2
1346,"('NORDIC', 'M')",55.13,569.54,464.12,tall,,,NORDIC,M,2
1347,"('NORDIC', 'M')",41.34,246.45,178.34,very tall,body_type,large_stature,NORDIC,M,2
1348,"('NORDIC', 'M')",31.84,295.64,172.46,visually impaired,ability,visual,NORDIC,M,2
1349,"('NORDIC', 'M')",55.43,703.79,525.93,working-class,socioeconomic_class,working_class,NORDIC,M,2
1350,"('SLAV', 'F')",48.5,319.14,284.14,have an accent,,,SLAV,F,2
1351,"('SLAV', 'F')",68.96,1525.16,1076.41,socialist,political_ideologies,all,SLAV,F,2
1352,"('THAI', 'F')",42.54,1062.16,483.61,Buddhist,religion,all,THAI,F,2
1353,"('THAI', 'F')",33.56,411.17,244.07,Deaf,ability,auditory,THAI,F,2
1354,"('THAI', 'F')",56.89,1131.55,695.5,casual worker,characteristics,job_status,THAI,F,2
1355,"('THAI', 'F')",92.95,1020.07,773.53,learning-disabled,ability,intellectual_and_developmental,THAI,F,2
1356,"('THAI', 'F')",77.06,1288.67,829.72,rural,cultural,cultural_descriptors,THAI,F,2
1357,"('THAI', 'F')",50.9,410.18,366.59,underprivileged,cultural,cultural_descriptors,THAI,F,2
1358,"('THAI', 'M')",42.38,323.0,223.72,Baby Boomer,cultural,generations,THAI,M,2
1359,"('THAI', 'M')",31.42,165.12,99.72,Bahá'í,religion,all,THAI,M,2
1360,"('THAI', 'M')",88.36,1272.79,1060.5,FoC,gender_and_sex,non_binary_or_gnc,THAI,M,2
1361,"('THAI', 'M')",29.36,238.5,149.34,a Buddhist,religion,(none),THAI,M,2
1362,"('THAI', 'M')",38.39,125.13,96.81,a bad driver,,,THAI,M,2
1363,"('THAI', 'M')",34.83,110.05,88.09,a border patrol agent,,,THAI,M,2
1364,"('THAI', 'M')",22.71,84.47,75.43,a carpenter,,,THAI,M,2
1365,"('THAI', 'M')",45.19,444.51,242.3,a citizen,characteristics,(none),THAI,M,2
1366,"('THAI', 'M')",27.51,66.47,53.13,a conspiracy theorist,cultural,(none),THAI,M,2
1367,"('THAI', 'M')",42.48,215.2,195.17,a criminal,characteristics,(none),THAI,M,2
1368,"('THAI', 'M')",24.42,71.56,61.02,a day laborer,,,THAI,M,2
1369,"('THAI', 'M')",48.54,415.58,218.83,a fruit,sexual_orientation,(none),THAI,M,2
1370,"('THAI', 'M')",27.96,103.56,83.17,a gambler,characteristics,(none),THAI,M,2
1371,"('THAI', 'M')",32.69,106.7,99.79,a gangster,,,THAI,M,2
1372,"('THAI', 'M')",24.79,98.71,75.8,a gardener,,,THAI,M,2
1373,"('THAI', 'M')",41.05,111.12,95.32,a good runner,,,THAI,M,2
1374,"('THAI', 'M')",48.45,242.8,193.04,a law breaker,,,THAI,M,2
1375,"('THAI', 'M')",43.01,216.31,179.03,a murderer,,,THAI,M,2
1376,"('THAI', 'M')",39.16,138.96,62.29,a person who uses any pronouns,gender_and_sex,(none),THAI,M,2
1377,"('THAI', 'M')",15.96,33.18,18.67,a person who uses he/him pronouns,gender_and_sex,(none),THAI,M,2
